Geography,Current_Date,Forecast_Date,Months_Ahead,Current_Price,Forecasted_Price,Price_Change,Price_Change_Pct
Saskatchewan,2025-12-01,2026-04-01T00:00:00.000Z,4,110.1,110.01413770550329,-0.08586229449670668,-0.07798573523769908
Saskatchewan,2025-12-01,2026-05-01T00:00:00.000Z,5,110.1,109.96605796001788,-0.1339420399821165,-0.1216548955332575
Saskatchewan,2025-12-01,2026-06-01T00:00:00.000Z,6,110.1,109.92303207975502,-0.17696792024497654,-0.160733805853748
"Saint John, Fredericton, and Moncton, New Brunswick",2025-12-01,2026-01-01T00:00:00.000Z,1,120.7,120.70578088310624,0.005780883106240253,0.0047894640482520736
"Saint John, Fredericton, and Moncton, New Brunswick",2025-12-01,2026-02-01T00:00:00.000Z,2,120.7,120.71484421678497,0.01484421678496517,0.01229843975556352
"Saint John, Fredericton, and Moncton, New Brunswick",2025-12-01,2026-03-01T00:00:00.000Z,3,120.7,120.72145141865616,0.021451418656155852,0.017772509242879743
"Saint John, Fredericton, and Moncton, New Brunswick",2025-12-01,2026-04-01T00:00:00.000Z,4,120.7,120.72324007725487,0.023240077254868652,0.019254413632865494
"Saint John, Fredericton, and Moncton, New Brunswick",2025-12-01,2026-05-01T00:00:00.000Z,5,120.7,120.74264064026136,0.042640640261353724,0.03532778812042562
"Saint John, Fredericton, and Moncton, New Brunswick",2025-12-01,2026-06-01T00:00:00.000Z,6,120.7,120.75373316737577,0.05373316737576772,0.04451795142979927
Alberta,2025-12-01,2026-01-01T00:00:00.000Z,1,118.5,118.59582012666772,0.09582012666771789,0.08086086638625982
Alberta,2025-12-01,2026-02-01T00:00:00.000Z,2,118.5,118.72651867797299,0.2265186779729902,0.19115500250885248
Alberta,2025-12-01,2026-03-01T00:00:00.000Z,3,118.5,118.89293198178287,0.3929319817828656,0.3315881702808992
Alberta,2025-12-01,2026-04-01T00:00:00.000Z,4,118.5,119.05536411732734,0.5553641173273434,0.46866170238594373
Alberta,2025-12-01,2026-05-01T00:00:00.000Z,5,118.5,119.22124971509834,0.7212497150983381,0.6086495486061925
Alberta,2025-12-01,2026-06-01T00:00:00.000Z,6,118.5,119.358595918719,0.8585959187190042,0.7245535179063327
Ontario,2025-12-01,2026-01-01T00:00:00.000Z,1,120,120.03776688711946,0.03776688711946008,0.0314724059328834
Ontario,2025-12-01,2026-02-01T00:00:00.000Z,2,120,120.13723078808655,0.13723078808655487,0.11435899007212905
Ontario,2025-12-01,2026-03-01T00:00:00.000Z,3,120,120.30333883722648,0.3033388372264767,0.25278236435539725
Ontario,2025-12-01,2026-04-01T00:00:00.000Z,4,120,120.48178397113136,0.48178397113136384,0.4014866426094698
Ontario,2025-12-01,2026-05-01T00:00:00.000Z,5,120,120.66551574044325,0.6655157404432543,0.5545964503693785
Ontario,2025-12-01,2026-06-01T00:00:00.000Z,6,120,120.81947434053053,0.8194743405305331,0.6828952837754443
Atlantic Region,2025-12-01,2026-01-01T00:00:00.000Z,1,121.2,121.27297574372417,0.0729757437241716,0.06021100967340891
Atlantic Region,2025-12-01,2026-02-01T00:00:00.000Z,2,121.2,121.27531096010134,0.07531096010133354,0.06213775585918608
Atlantic Region,2025-12-01,2026-03-01T00:00:00.000Z,3,121.2,121.26601761264034,0.06601761264033712,0.05446997742602072
Atlantic Region,2025-12-01,2026-04-01T00:00:00.000Z,4,121.2,121.2479299359123,0.04792993591229333,0.039546151742816275
Atlantic Region,2025-12-01,2026-05-01T00:00:00.000Z,5,121.2,121.25030044072012,0.05030044072012174,0.041502013795479985
Atlantic Region,2025-12-01,2026-06-01T00:00:00.000Z,6,121.2,121.24930145470826,0.04930145470825664,0.04067776791110284
British Columbia,2025-12-01,2026-01-01T00:00:00.000Z,1,124.6,124.70156512087114,0.10156512087114322,0.08151293809883084
British Columbia,2025-12-01,2026-02-01T00:00:00.000Z,2,124.6,124.75997847838653,0.15997847838653456,0.128393642364795
British Columbia,2025-12-01,2026-03-01T00:00:00.000Z,3,124.6,124.86828535406957,0.268285354069576,0.21531729861121668
British Columbia,2025-12-01,2026-04-01T00:00:00.000Z,4,124.6,124.98830239171852,0.38830239171852554,0.3116391586826048
British Columbia,2025-12-01,2026-05-01T00:00:00.000Z,5,124.6,125.12053654331257,0.5205365433125735,0.4177660861256609
British Columbia,2025-12-01,2026-06-01T00:00:00.000Z,6,124.6,125.23060088549401,0.6306008854940188,0.5061002291284261
"Calgary, Alberta",2025-12-01,2026-01-01T00:00:00.000Z,1,130.3,130.3569425196452,0.05694251964519026,0.043701089520483696
"Calgary, Alberta",2025-12-01,2026-02-01T00:00:00.000Z,2,130.3,130.53823899233683,0.238238992336818,0.18283882758005984
"Calgary, Alberta",2025-12-01,2026-03-01T00:00:00.000Z,3,130.3,130.71128032235995,0.41128032235994283,0.31564107625475274
"Calgary, Alberta",2025-12-01,2026-04-01T00:00:00.000Z,4,130.3,130.85146068918058,0.5514606891805727,0.42322385969345555
"Calgary, Alberta",2025-12-01,2026-05-01T00:00:00.000Z,5,130.3,130.98801554470015,0.6880155447001357,0.5280242092863665
"Calgary, Alberta",2025-12-01,2026-06-01T00:00:00.000Z,6,130.3,131.09725629000923,0.7972562900092157,0.6118620798228823
"Windsor, Ontario",2025-12-01,2026-01-01T00:00:00.000Z,1,144.5,144.487291294764,-0.0127087052360082,-0.008794951720420899
"Windsor, Ontario",2025-12-01,2026-02-01T00:00:00.000Z,2,144.5,144.5082652254291,0.008265225429113343,0.005719879189697815
"Windsor, Ontario",2025-12-01,2026-03-01T00:00:00.000Z,3,144.5,144.54492120834985,0.04492120834984803,0.031087341418579953
"Windsor, Ontario",2025-12-01,2026-04-01T00:00:00.000Z,4,144.5,144.58090084631394,0.08090084631393779,0.05598674485393619
"Windsor, Ontario",2025-12-01,2026-05-01T00:00:00.000Z,5,144.5,144.63193542405088,0.1319354240508801,0.09130479173071288
"Windsor, Ontario",2025-12-01,2026-06-01T00:00:00.000Z,6,144.5,144.67058328267404,0.17058328267404477,0.11805071465331818
"Charlottetown, Prince Edward Island",2025-12-01,2026-01-01T00:00:00.000Z,1,123.7,123.69119874558785,-0.008801254412148296,-0.00711499952477631
"Charlottetown, Prince Edward Island",2025-12-01,2026-02-01T00:00:00.000Z,2,123.7,123.66602733515217,-0.033972664847837564,-0.027463754929537235
"Charlottetown, Prince Edward Island",2025-12-01,2026-03-01T00:00:00.000Z,3,123.7,123.64198896695079,-0.058011033049211846,-0.04689655056524806
"Charlottetown, Prince Edward Island",2025-12-01,2026-04-01T00:00:00.000Z,4,123.7,123.61857723101622,-0.08142276898378498,-0.06582277201599432
"Charlottetown, Prince Edward Island",2025-12-01,2026-05-01T00:00:00.000Z,5,123.7,123.61909953840328,-0.08090046159672681,-0.06540053483971449
"Charlottetown, Prince Edward Island",2025-12-01,2026-06-01T00:00:00.000Z,6,123.7,123.6174119499821,-0.08258805001790392,-0.06676479387057714
"Edmonton, Alberta",2025-12-01,2026-01-01T00:00:00.000Z,1,105,105.11979317188919,0.11979317188918515,0.11408873513255727
"Edmonton, Alberta",2025-12-01,2026-02-01T00:00:00.000Z,2,105,105.20282126768628,0.20282126768627506,0.19316311208216672
"Edmonton, Alberta",2025-12-01,2026-03-01T00:00:00.000Z,3,105,105.36769131645414,0.36769131645414177,0.3501822061468017
"Edmonton, Alberta",2025-12-01,2026-04-01T00:00:00.000Z,4,105,105.56091739343958,0.5609173934395812,0.5342070413710298
"Edmonton, Alberta",2025-12-01,2026-05-01T00:00:00.000Z,5,105,105.76501569252036,0.7650156925203646,0.7285863738289187
"Edmonton, Alberta",2025-12-01,2026-06-01T00:00:00.000Z,6,105,105.93781590050595,0.937815900505953,0.89315800048186
"Greater Sudbury, Ontario",2025-12-01,2026-01-01T00:00:00.000Z,1,118.9,118.45758160056221,-0.44241839943779837,-0.3720928506625722
"Greater Sudbury, Ontario",2025-12-01,2026-02-01T00:00:00.000Z,2,118.9,118.66817599528844,-0.2318240047115694,-0.19497393163294313
"Greater Sudbury, Ontario",2025-12-01,2026-03-01T00:00:00.000Z,3,118.9,118.74142665530195,-0.1585733446980555,-0.13336698460727964
"Greater Sudbury, Ontario",2025-12-01,2026-04-01T00:00:00.000Z,4,118.9,118.70395950985551,-0.19604049014449743,-0.164878461013034
"Greater Sudbury, Ontario",2025-12-01,2026-05-01T00:00:00.000Z,5,118.9,118.64739879354987,-0.2526012064501373,-0.21244844949548972
"Greater Sudbury, Ontario",2025-12-01,2026-06-01T00:00:00.000Z,6,118.9,118.58225041036451,-0.31774958963549693,-0.26724103417619594
"Guelph, Ontario",2025-12-01,2026-01-01T00:00:00.000Z,1,120.7,120.72855880639091,0.02855880639090458,0.023660982925355907
"Guelph, Ontario",2025-12-01,2026-02-01T00:00:00.000Z,2,120.7,120.81977439666555,0.11977439666554801,0.09923313725397516
"Guelph, Ontario",2025-12-01,2026-03-01T00:00:00.000Z,3,120.7,120.92714216479413,0.22714216479413096,0.18818737762562632
"Guelph, Ontario",2025-12-01,2026-04-01T00:00:00.000Z,4,120.7,121.02319462147733,0.32319462147732736,0.2677668777774046
"Guelph, Ontario",2025-12-01,2026-05-01T00:00:00.000Z,5,120.7,121.12609673304226,0.42609673304225737,0.35302131983617013
"Guelph, Ontario",2025-12-01,2026-06-01T00:00:00.000Z,6,120.7,121.20854159324152,0.5085415932415174,0.42132692066405747
"Halifax, Nova Scotia",2025-12-01,2026-01-01T00:00:00.000Z,1,127.5,127.71648207423272,0.21648207423271515,0.169789862143306
"Halifax, Nova Scotia",2025-12-01,2026-02-01T00:00:00.000Z,2,127.5,127.71598088159999,0.21598088159998952,0.16939676988234473
"Halifax, Nova Scotia",2025-12-01,2026-03-01T00:00:00.000Z,3,127.5,127.69406694250733,0.1940669425073338,0.15220936667241866
"Halifax, Nova Scotia",2025-12-01,2026-04-01T00:00:00.000Z,4,127.5,127.66201860330676,0.16201860330676254,0.12707341435824515
"Halifax, Nova Scotia",2025-12-01,2026-05-01T00:00:00.000Z,5,127.5,127.65437366542986,0.15437366542985842,0.12107738465086935
"Halifax, Nova Scotia",2025-12-01,2026-06-01T00:00:00.000Z,6,127.5,127.64686814868514,0.14686814868514375,0.11519070485109313
"Victoria, British Columbia",2025-12-01,2026-01-01T00:00:00.000Z,1,122,122.05943242023321,0.059432420233207495,0.04871509855180942
"Victoria, British Columbia",2025-12-01,2026-02-01T00:00:00.000Z,2,122,122.03386084420951,0.03386084420951363,0.02775479033566691
"Victoria, British Columbia",2025-12-01,2026-03-01T00:00:00.000Z,3,122,122.02336843720028,0.023368437200275594,0.019154456721537372
"Victoria, British Columbia",2025-12-01,2026-04-01T00:00:00.000Z,4,122,122.0190602395295,0.019060239529494538,0.01562314715532339
"Victoria, British Columbia",2025-12-01,2026-05-01T00:00:00.000Z,5,122,122.03838095224222,0.038380952242221156,0.03145979691985341
"Victoria, British Columbia",2025-12-01,2026-06-01T00:00:00.000Z,6,122,122.05352512400204,0.053525124002035795,0.043873052460685076
"Hamilton, Ontario",2025-12-01,2026-01-01T00:00:00.000Z,1,109.6,109.95042036207965,0.3504203620796602,0.31972660773691625
"Hamilton, Ontario",2025-12-01,2026-02-01T00:00:00.000Z,2,109.6,110.03642940558369,0.43642940558369503,0.39820201239388237
"Hamilton, Ontario",2025-12-01,2026-03-01T00:00:00.000Z,3,109.6,110.22363975172428,0.6236397517242835,0.5690143720112076
"Hamilton, Ontario",2025-12-01,2026-04-01T00:00:00.000Z,4,109.6,110.43734810391133,0.8373481039113386,0.7640037444446521
"Hamilton, Ontario",2025-12-01,2026-05-01T00:00:00.000Z,5,109.6,110.66803649684839,1.0680364968483929,0.9744858547886797
"Hamilton, Ontario",2025-12-01,2026-06-01T00:00:00.000Z,6,109.6,110.86506458964266,1.2650645896426624,1.1542560124476848
"Kelowna, British Columbia",2025-12-01,2026-01-01T00:00:00.000Z,1,118.9,119.01065702342115,0.11065702342114037,0.09306730312963865
"Kelowna, British Columbia",2025-12-01,2026-02-01T00:00:00.000Z,2,118.9,119.06499785442824,0.16499785442823622,0.13877027285806243
"Kelowna, British Columbia",2025-12-01,2026-03-01T00:00:00.000Z,3,118.9,119.25784526901236,0.35784526901235836,0.30096322036363193
"Kelowna, British Columbia",2025-12-01,2026-04-01T00:00:00.000Z,4,118.9,119.50094663125913,0.6009466312591201,0.5054218934054836
"Kelowna, British Columbia",2025-12-01,2026-05-01T00:00:00.000Z,5,118.9,119.75519180984065,0.8551918098406475,0.7192529939786774
"Kelowna, British Columbia",2025-12-01,2026-06-01T00:00:00.000Z,6,118.9,119.97411443669054,1.074114436690536,0.9033763134487265
"Kitchener-Cambridge-Waterloo, Ontario",2025-12-01,2026-01-01T00:00:00.000Z,1,153,153.210279247289,0.2102792472890087,0.13743741652876387
"Kitchener-Cambridge-Waterloo, Ontario",2025-12-01,2026-02-01T00:00:00.000Z,2,153,153.3138729544175,0.31387295441749075,0.20514572184149724
"Kitchener-Cambridge-Waterloo, Ontario",2025-12-01,2026-03-01T00:00:00.000Z,3,153,153.48087415375926,0.48087415375925957,0.3142968325223919
"Kitchener-Cambridge-Waterloo, Ontario",2025-12-01,2026-04-01T00:00:00.000Z,4,153,153.6512312800789,0.6512312800788891,0.4256413595286857
"Kitchener-Cambridge-Waterloo, Ontario",2025-12-01,2026-05-01T00:00:00.000Z,5,153,153.8287704265248,0.8287704265248124,0.5416800173364786
"Kitchener-Cambridge-Waterloo, Ontario",2025-12-01,2026-06-01T00:00:00.000Z,6,153,153.97790401804497,0.977904018044967,0.6391529529705666
"London, Ontario",2025-12-01,2026-01-01T00:00:00.000Z,1,137.8,137.73902212266813,-0.060977877331879426,-0.044250999515151976
"London, Ontario",2025-12-01,2026-02-01T00:00:00.000Z,2,137.8,137.8456837377698,0.04568373776979229,0.03315220447735289
"London, Ontario",2025-12-01,2026-03-01T00:00:00.000Z,3,137.8,138.02243149521175,0.22243149521173677,0.16141617939893815
"London, Ontario",2025-12-01,2026-04-01T00:00:00.000Z,4,137.8,138.21654366240543,0.4165436624054166,0.3022813225003023
"London, Ontario",2025-12-01,2026-05-01T00:00:00.000Z,5,137.8,138.41368905258412,0.6136890525841068,0.44534764338469285
"London, Ontario",2025-12-01,2026-06-01T00:00:00.000Z,6,137.8,138.57981932591667,0.7798193259166624,0.5659066225810322
"Vancouver, British Columbia",2025-12-01,2026-01-01T00:00:00.000Z,1,125.4,125.51256274745836,0.11256274745835526,0.08976295650586544
"Vancouver, British Columbia",2025-12-01,2026-02-01T00:00:00.000Z,2,125.4,125.58586496356426,0.1858649635642564,0.1482176742936654
"Vancouver, British Columbia",2025-12-01,2026-03-01T00:00:00.000Z,3,125.4,125.70359399943408,0.30359399943407084,0.24210047801760032
"Vancouver, British Columbia",2025-12-01,2026-04-01T00:00:00.000Z,4,125.4,125.8296906961479,0.429690696147901,0.34265605753421136
"Vancouver, British Columbia",2025-12-01,2026-05-01T00:00:00.000Z,5,125.4,125.96661425063087,0.5666142506308631,0.4518454949209435
"Vancouver, British Columbia",2025-12-01,2026-06-01T00:00:00.000Z,6,125.4,126.08039786436342,0.6803978643634139,0.5425820289979377
Manitoba,2025-12-01,2026-01-01T00:00:00.000Z,1,145.4,145.23915879618605,-0.16084120381395905,-0.11061981005086592
Manitoba,2025-12-01,2026-02-01T00:00:00.000Z,2,145.4,145.18483983976557,-0.21516016023443285,-0.1479781019494036
Manitoba,2025-12-01,2026-03-01T00:00:00.000Z,3,145.4,145.12227387315042,-0.2777261268495863,-0.19100834033671685
Manitoba,2025-12-01,2026-04-01T00:00:00.000Z,4,145.4,145.06197702971002,-0.33802297028998396,-0.23247797131360656
Manitoba,2025-12-01,2026-05-01T00:00:00.000Z,5,145.4,145.02726148897813,-0.37273851102187905,-0.2563538590246761
Manitoba,2025-12-01,2026-06-01T00:00:00.000Z,6,145.4,144.99834488869664,-0.40165511130336995,-0.2762414795759078
"Montréal, Quebec",2025-12-01,2026-01-01T00:00:00.000Z,1,158.4,158.51268145155365,0.11268145155364095,0.07113728002123797
"Montréal, Quebec",2025-12-01,2026-02-01T00:00:00.000Z,2,158.4,158.48205866039467,0.08205866039466514,0.05180470984511688
"Montréal, Quebec",2025-12-01,2026-03-01T00:00:00.000Z,3,158.4,158.32284622445331,-0.0771537755466909,-0.048708191633011926
"Montréal, Quebec",2025-12-01,2026-04-01T00:00:00.000Z,4,158.4,158.13827731441933,-0.2617226855806791,-0.16522896816962065
"Montréal, Quebec",2025-12-01,2026-05-01T00:00:00.000Z,5,158.4,157.98508956026984,-0.41491043973016417,-0.2619384089205582
"Montréal, Quebec",2025-12-01,2026-06-01T00:00:00.000Z,6,158.4,157.85341863440303,-0.5465813655969782,-0.34506399343243577
"Sherbrooke, Quebec",2025-12-01,2026-01-01T00:00:00.000Z,1,112.4,111.96613086724767,-0.43386913275233496,-0.3860045665056361
"Sherbrooke, Quebec",2025-12-01,2026-02-01T00:00:00.000Z,2,112.4,112.04497060890249,-0.3550293910975171,-0.31586244759565574
"Sherbrooke, Quebec",2025-12-01,2026-03-01T00:00:00.000Z,3,112.4,112.0308223215895,-0.36917767841050875,-0.328449891824296
"Sherbrooke, Quebec",2025-12-01,2026-04-01T00:00:00.000Z,4,112.4,111.95901744208003,-0.4409825579199804,-0.3923332365836124
"Sherbrooke, Quebec",2025-12-01,2026-05-01T00:00:00.000Z,5,112.4,111.88510613311746,-0.5148938668825451,-0.45809062889906144
"Sherbrooke, Quebec",2025-12-01,2026-06-01T00:00:00.000Z,6,112.4,111.81208873400374,-0.5879112659962686,-0.5230527277546874
New Brunswick,2025-12-01,2026-01-01T00:00:00.000Z,1,120.7,120.70578088310624,0.005780883106240253,0.0047894640482520736
New Brunswick,2025-12-01,2026-02-01T00:00:00.000Z,2,120.7,120.71484421678497,0.01484421678496517,0.01229843975556352
New Brunswick,2025-12-01,2026-03-01T00:00:00.000Z,3,120.7,120.72145141865616,0.021451418656155852,0.017772509242879743
New Brunswick,2025-12-01,2026-04-01T00:00:00.000Z,4,120.7,120.72324007725487,0.023240077254868652,0.019254413632865494
New Brunswick,2025-12-01,2026-05-01T00:00:00.000Z,5,120.7,120.74264064026136,0.042640640261353724,0.03532778812042562
New Brunswick,2025-12-01,2026-06-01T00:00:00.000Z,6,120.7,120.75373316737577,0.05373316737576772,0.04451795142979927
Newfoundland and Labrador,2025-12-01,2026-01-01T00:00:00.000Z,1,109.8,109.85186895500728,0.05186895500727928,0.04723948543468059
Newfoundland and Labrador,2025-12-01,2026-02-01T00:00:00.000Z,2,109.8,109.85505139351869,0.05505139351869559,0.05013788116456793
Newfoundland and Labrador,2025-12-01,2026-03-01T00:00:00.000Z,3,109.8,109.85518828781757,0.05518828781757179,0.05026255721090327
